TXNAME,GENEID
lcl|CP064677.1_cds_QPD35795.1_3214,yhdP
lcl|CP064677.1_cds_QPD35796.1_3215,rng
lcl|CP064677.1_cds_QPD35797.1_3216,yhdE
lcl|CP064677.1_cds_QPD35798.1_3217,mreD
lcl|CP064677.1_cds_QPD35799.1_3218,mreC
lcl|CP064677.1_cds_QPD35800.1_3219,mreB
lcl|CP064677.1_cds_QPD35801.1_3220,csrD
lcl|CP064677.1_cds_QPD35802.1_3221,IVL04_16485
lcl|CP064677.1_cds_QPD35803.1_3222,accB
lcl|CP064677.1_cds_QPD35804.1_3223,accC
lcl|CP064677.1_cds_QPD35805.1_3224,IVL04_16500
lcl|CP064677.1_cds_QPD35806.1_3225,panF
lcl|CP064677.1_cds_QPD35807.1_3226,prmA
lcl|CP064677.1_cds_QPD35808.1_3227,dusB
lcl|CP064677.1_cds_QPD35809.1_3228,fis
lcl|CP064677.1_cds_QPD35810.1_3229,yhdJ
lcl|CP064677.1_cds_QPD35811.1_3230,IVL04_16530
lcl|CP064677.1_cds_QPD35812.1_3231,acrS
lcl|CP064677.1_cds_QPD35813.1_3232,acrE
lcl|CP064677.1_cds_QPD35814.1_3233,acrF
lcl|CP064677.1_cds_QPD35815.1_3234,IVL04_16550
lcl|CP064677.1_cds_QPD35816.1_3236,IVL04_16560
lcl|CP064677.1_cds_QPD35817.1_3238,IVL04_16570
lcl|CP064677.1_cds_QPD35818.1_3239,IVL04_16610
lcl|CP064677.1_cds_QPD35819.1_3240,IVL04_16615
lcl|CP064677.1_cds_QPD35820.1_3241,aroE
lcl|CP064677.1_cds_QPD35821.1_3242,tsaC
lcl|CP064677.1_cds_QPD35822.1_3243,IVL04_16630
lcl|CP064677.1_cds_QPD35823.1_3244,IVL04_16635
lcl|CP064677.1_cds_QPD35824.1_3245,dprA
lcl|CP064677.1_cds_QPD35825.1_3246,def
lcl|CP064677.1_cds_QPD35826.1_3247,fmt
lcl|CP064677.1_cds_QPD35827.1_3248,rsmB
lcl|CP064677.1_cds_QPD35828.1_3249,trkA
lcl|CP064677.1_cds_QPD35829.1_3250,mscL
lcl|CP064677.1_cds_QPD35830.1_3251,arfA
lcl|CP064677.1_cds_QPD35831.1_3252,zntR
lcl|CP064677.1_cds_QPD35832.1_3253,IVL04_16680
lcl|CP064677.1_cds_QPD35833.1_3254,rplQ
lcl|CP064677.1_cds_QPD35834.1_3255,rpoA
lcl|CP064677.1_cds_QPD35835.1_3256,rpsD
lcl|CP064677.1_cds_QPD35836.1_3257,rpsK
lcl|CP064677.1_cds_QPD35837.1_3258,rpsM
lcl|CP064677.1_cds_QPD35838.1_3259,rpmJ
lcl|CP064677.1_cds_QPD35839.1_3260,secY
lcl|CP064677.1_cds_QPD35840.1_3261,rplO
lcl|CP064677.1_cds_QPD35841.1_3262,rpmD
lcl|CP064677.1_cds_QPD35842.1_3263,rpsE
lcl|CP064677.1_cds_QPD35843.1_3264,rplR
lcl|CP064677.1_cds_QPD35844.1_3265,rplF
lcl|CP064677.1_cds_QPD35845.1_3266,rpsH
lcl|CP064677.1_cds_QPD35846.1_3267,rpsN
lcl|CP064677.1_cds_QPD35847.1_3268,rplE
lcl|CP064677.1_cds_QPD35848.1_3269,rplX
lcl|CP064677.1_cds_QPD35849.1_3270,rplN
lcl|CP064677.1_cds_QPD35850.1_3271,rpsQ
lcl|CP064677.1_cds_QPD35851.1_3272,rpmC
lcl|CP064677.1_cds_QPD35852.1_3273,rplP
lcl|CP064677.1_cds_QPD35853.1_3274,rpsC
lcl|CP064677.1_cds_QPD35854.1_3275,rplV
lcl|CP064677.1_cds_QPD35855.1_3276,rpsS
lcl|CP064677.1_cds_QPD35856.1_3277,rplB
lcl|CP064677.1_cds_QPD35857.1_3278,rplW
lcl|CP064677.1_cds_QPD35858.1_3279,rplD
lcl|CP064677.1_cds_QPD35859.1_3280,rplC
lcl|CP064677.1_cds_QPD35860.1_3281,rpsJ
lcl|CP064677.1_cds_QPD35861.1_3282,gspB
lcl|CP064677.1_cds_QPD35862.1_3283,gspA
lcl|CP064677.1_cds_QPD35863.1_3284,gspC
lcl|CP064677.1_cds_QPD35864.1_3285,gspD
lcl|CP064677.1_cds_QPD35865.1_3286,gspE
lcl|CP064677.1_cds_QPD35866.1_3287,gspF
lcl|CP064677.1_cds_QPD35867.1_3288,gspG
lcl|CP064677.1_cds_QPD35868.1_3289,gspH
lcl|CP064677.1_cds_QPD35869.1_3290,gspI
lcl|CP064677.1_cds_QPD35870.1_3291,gspJ
lcl|CP064677.1_cds_QPD35871.1_3292,gspK
lcl|CP064677.1_cds_QPD35872.1_3293,gspL
lcl|CP064677.1_cds_QPD35873.1_3294,gspM
lcl|CP064677.1_cds_QPD35874.1_3295,gspO
lcl|CP064677.1_cds_QPD35875.1_3296,bfr
lcl|CP064677.1_cds_QPD35876.1_3297,bfd
lcl|CP064677.1_cds_QPD35877.1_3298,chiA
lcl|CP064677.1_cds_QPD35878.1_3299,tuf
lcl|CP064677.1_cds_QPD35879.1_3300,fusA
lcl|CP064677.1_cds_QPD35880.1_3301,rpsG
lcl|CP064677.1_cds_QPD35881.1_3302,rpsL
lcl|CP064677.1_cds_QPD35882.1_3303,tusB
lcl|CP064677.1_cds_QPD35883.1_3304,tusC
lcl|CP064677.1_cds_QPD35884.1_3305,tusD
lcl|CP064677.1_cds_QPD35885.1_3306,IVL04_16945
lcl|CP064677.1_cds_QPD35886.1_3307,fkpA
lcl|CP064677.1_cds_QPD35887.1_3308,IVL04_16955
lcl|CP064677.1_cds_QPD35888.1_3309,slyD
lcl|CP064677.1_cds_QPD35889.1_3310,IVL04_16965
lcl|CP064677.1_cds_QPD35890.1_3311,kefB
lcl|CP064677.1_cds_QPD35891.1_3313,IVL04_16980
lcl|CP064677.1_cds_QPD35892.1_3314,IVL04_16985
lcl|CP064677.1_cds_QPD35893.1_3315,IVL04_16990
lcl|CP064677.1_cds_QPD35894.1_3316,IVL04_16995
lcl|CP064677.1_cds_QPD35895.1_3317,IVL04_17000
lcl|CP064677.1_cds_QPD35896.1_3318,crp
lcl|CP064677.1_cds_QPD35897.1_3319,IVL04_17010
lcl|CP064677.1_cds_QPD35898.1_3320,argD/dapC
lcl|CP064677.1_cds_QPD35899.1_3321,pabA
lcl|CP064677.1_cds_QPD35900.1_3322,IVL04_17025
lcl|CP064677.1_cds_QPD35901.1_3323,IVL04_17030
lcl|CP064677.1_cds_QPD35902.1_3324,ppiA
lcl|CP064677.1_cds_QPD35903.1_3325,tsgA
lcl|CP064677.1_cds_QPD35904.1_3326,nirB
lcl|CP064677.1_cds_QPD35905.1_3327,nirD
lcl|CP064677.1_cds_QPD35906.1_3328,nirC
lcl|CP064677.1_cds_QPD35907.1_3329,cobA
lcl|CP064677.1_cds_QPD35908.1_3330,IVL04_17065
lcl|CP064677.1_cds_QPD35909.1_3331,frlA
lcl|CP064677.1_cds_QPD35910.1_3332,frlB
lcl|CP064677.1_cds_QPD35911.1_3333,frlC
lcl|CP064677.1_cds_QPD35912.1_3334,frlD
lcl|CP064677.1_cds_QPD35913.1_3335,phoB
lcl|CP064677.1_cds_QPD35914.1_3336,IVL04_17095
lcl|CP064677.1_cds_QPD35915.1_3337,IVL04_17100
lcl|CP064677.1_cds_QPD35916.1_3338,IVL04_17105
lcl|CP064677.1_cds_QPD35917.1_3339,IVL04_17110
lcl|CP064677.1_cds_QPD35918.1_3340,IVL04_17115
lcl|CP064677.1_cds_QPD35919.1_3341,IVL04_17120
lcl|CP064677.1_cds_QPD35920.1_3342,IVL04_17125
lcl|CP064677.1_cds_QPD35921.1_3343,IVL04_17130
lcl|CP064677.1_cds_QPD35922.1_3344,trpS
lcl|CP064677.1_cds_QPD35923.1_3345,gph
lcl|CP064677.1_cds_QPD35924.1_3346,rpe
lcl|CP064677.1_cds_QPD35925.1_3347,dam
lcl|CP064677.1_cds_QPD35926.1_3348,damX
lcl|CP064677.1_cds_QPD35927.1_3349,aroB
lcl|CP064677.1_cds_QPD35928.1_3350,aroK
lcl|CP064677.1_cds_QPD35929.1_3351,hofQ
lcl|CP064677.1_cds_QPD35930.1_3352,hofP
lcl|CP064677.1_cds_QPD35931.1_3353,hofO
lcl|CP064677.1_cds_QPD35932.1_3354,hofN
lcl|CP064677.1_cds_QPD35933.1_3355,hofM
lcl|CP064677.1_cds_QPD35934.1_3356,mrcA
lcl|CP064677.1_cds_QPD35935.1_3357,nudE
lcl|CP064677.1_cds_QPD35936.1_3358,igaA
lcl|CP064677.1_cds_QPD35937.1_3359,yrfG
lcl|CP064677.1_cds_QPD35938.1_3360,hslR
lcl|CP064677.1_cds_QPD35939.1_3361,hslO
lcl|CP064677.1_cds_QPD35940.1_3362,IVL04_17225
lcl|CP064677.1_cds_QPD35941.1_3363,pckA
lcl|CP064677.1_cds_QPD35942.1_3364,envZ
lcl|CP064677.1_cds_QPD35943.1_3365,ompR
lcl|CP064677.1_cds_QPD35944.1_3366,greB
lcl|CP064677.1_cds_QPD35945.1_3367,IVL04_17250
lcl|CP064677.1_cds_QPD35946.1_3368,feoA
lcl|CP064677.1_cds_QPD35947.1_3369,feoB
lcl|CP064677.1_cds_QPD35948.1_3370,feoC
lcl|CP064677.1_cds_QPD35949.1_3371,rpnA
lcl|CP064677.1_cds_QPD35950.1_3372,bioH
lcl|CP064677.1_cds_QPD35951.1_3373,gntX
lcl|CP064677.1_cds_QPD35952.1_3374,nfuA
lcl|CP064677.1_cds_QPD35953.1_3375,gntT
lcl|CP064677.1_cds_QPD35954.1_3376,malQ
lcl|CP064677.1_cds_QPD35955.1_3377,malP
lcl|CP064677.1_cds_QPD35956.1_3378,malT
lcl|CP064677.1_cds_QPD35957.1_3379,rtcA
lcl|CP064677.1_cds_QPD35958.1_3380,rtcB
lcl|CP064677.1_cds_QPD35959.1_3381,rtcR
lcl|CP064677.1_cds_QPD35960.1_3382,IVL04_17325
lcl|CP064677.1_cds_QPD35961.1_3383,glpG
lcl|CP064677.1_cds_QPD35962.1_3384,glpE
lcl|CP064677.1_cds_QPD35963.1_3385,glpD
lcl|CP064677.1_cds_QPD35964.1_3387,glgP
lcl|CP064677.1_cds_QPD35965.1_3388,glgA
lcl|CP064677.1_cds_QPD35966.1_3389,glgC
lcl|CP064677.1_cds_QPD35967.1_3390,glgX
lcl|CP064677.1_cds_QPD35968.1_3391,glgB
lcl|CP064677.1_cds_QPD35969.1_3392,asd
lcl|CP064677.1_cds_QPD35970.1_3393,yhgN
lcl|CP064677.1_cds_QPD35971.1_3394,gntU
lcl|CP064677.1_cds_QPD35972.1_3395,gntK
lcl|CP064677.1_cds_QPD35973.1_3396,gntR
lcl|CP064677.1_cds_QPD35974.1_3397,yhhW
lcl|CP064677.1_cds_QPD35975.1_3398,IVL04_17405
lcl|CP064677.1_cds_QPD35976.1_3399,yhhY
lcl|CP064677.1_cds_QPD35977.1_3400,IVL04_17415
lcl|CP064677.1_cds_QPD35978.1_3401,IVL04_17420
lcl|CP064677.1_cds_QPD35979.1_3403,IVL04_17430
lcl|CP064677.1_cds_QPD35980.1_3404,IVL04_17435
lcl|CP064677.1_cds_QPD35981.1_3405,ggt
lcl|CP064677.1_cds_QPD35982.1_3406,IVL04_17445
lcl|CP064677.1_cds_QPD35983.1_3407,ugpQ
lcl|CP064677.1_cds_QPD35984.1_3408,ugpC
lcl|CP064677.1_cds_QPD35985.1_3409,ugpE
lcl|CP064677.1_cds_QPD35986.1_3410,ugpA
lcl|CP064677.1_cds_QPD35987.1_3411,ugpB
lcl|CP064677.1_cds_QPD35988.1_3412,livF
lcl|CP064677.1_cds_QPD35989.1_3413,livG
lcl|CP064677.1_cds_QPD35990.1_3414,livM
lcl|CP064677.1_cds_QPD35991.1_3415,livH
lcl|CP064677.1_cds_QPD35992.1_3416,livK
lcl|CP064677.1_cds_QPD35993.1_3417,panM
lcl|CP064677.1_cds_QPD35994.1_3418,livJ
lcl|CP064677.1_cds_QPD35995.1_3419,rpoH
lcl|CP064677.1_cds_QPD35996.1_3420,ftsX
lcl|CP064677.1_cds_QPD35997.1_3421,ftsE
lcl|CP064677.1_cds_QPD35998.1_3422,ftsY
lcl|CP064677.1_cds_QPD35999.1_3423,rsmD
lcl|CP064677.1_cds_QPD36000.1_3424,IVL04_17535
lcl|CP064677.1_cds_QPD36001.1_3425,IVL04_17540
lcl|CP064677.1_cds_QPD36002.1_3426,IVL04_17545
lcl|CP064677.1_cds_QPD36003.1_3427,zntA
lcl|CP064677.1_cds_QPD36004.1_3428,tusA
lcl|CP064677.1_cds_QPD36005.1_3429,IVL04_17560
lcl|CP064677.1_cds_QPD36006.1_3430,dcrB
lcl|CP064677.1_cds_QPD36007.1_3431,IVL04_17570
lcl|CP064677.1_cds_QPD36008.1_3432,IVL04_17575
lcl|CP064677.1_cds_QPD36009.1_3433,acpT
lcl|CP064677.1_cds_QPD36010.1_3434,nikA
lcl|CP064677.1_cds_QPD36011.1_3435,nikB
lcl|CP064677.1_cds_QPD36012.1_3436,nikC
lcl|CP064677.1_cds_QPD36013.1_3437,nikD
lcl|CP064677.1_cds_QPD36014.1_3438,nikE
lcl|CP064677.1_cds_QPD36015.1_3439,nikR
lcl|CP064677.1_cds_QPD36016.1_3440,rhsB
lcl|CP064677.1_cds_QPD36017.1_3441,IVL04_17620
lcl|CP064677.1_cds_QPD36018.1_3442,IVL04_17625
lcl|CP064677.1_cds_QPD36019.1_3443,IVL04_17630
lcl|CP064677.1_cds_QPD36020.1_3444,IVL04_17635
lcl|CP064677.1_cds_QPD36021.1_3445,rbbA
lcl|CP064677.1_cds_QPD36022.1_3446,IVL04_17645
lcl|CP064677.1_cds_QPD36023.1_3447,IVL04_17650
lcl|CP064677.1_cds_QPD36024.1_3450,IVL04_17665
lcl|CP064677.1_cds_QPD36025.1_3451,pitA
lcl|CP064677.1_cds_QPD36026.1_3452,uspB
lcl|CP064677.1_cds_QPD36027.1_3453,uspA
lcl|CP064677.1_cds_QPD36028.1_3454,dtpB
lcl|CP064677.1_cds_QPD36029.1_3455,rsmJ
lcl|CP064677.1_cds_QPD36030.1_3456,prlC
lcl|CP064677.1_cds_QPD36031.1_3457,rlmJ
lcl|CP064677.1_cds_QPD36032.1_3458,gorA
lcl|CP064677.1_cds_QPD36033.1_3460,arsR
lcl|CP064677.1_cds_QPD36034.1_3461,arsB
lcl|CP064677.1_cds_QPD36035.1_3462,arsC
lcl|CP064677.1_cds_QPD36036.1_3463,IVL04_17730
lcl|CP064677.1_cds_QPD36037.1_3464,IVL04_17735
lcl|CP064677.1_cds_QPD36038.1_3466,slp
lcl|CP064677.1_cds_QPD36039.1_3467,IVL04_17750
lcl|CP064677.1_cds_QPD36040.1_3468,IVL04_17755
lcl|CP064677.1_cds_QPD36041.1_3469,hdeB
lcl|CP064677.1_cds_QPD36042.1_3470,hdeA
lcl|CP064677.1_cds_QPD36043.1_3471,hdeD
lcl|CP064677.1_cds_QPD36044.1_3472,gadE
lcl|CP064677.1_cds_QPD36045.1_3473,IVL04_17780
lcl|CP064677.1_cds_QPD36046.1_3474,mdtE
lcl|CP064677.1_cds_QPD36047.1_3475,mdtF
lcl|CP064677.1_cds_QPD36048.1_3476,gadW
lcl|CP064677.1_cds_QPD36049.1_3477,gadX
lcl|CP064677.1_cds_QPD36050.1_3478,IVL04_17805
lcl|CP064677.1_cds_QPD36051.1_3479,ccp
lcl|CP064677.1_cds_QPD36052.1_3480,IVL04_17815
lcl|CP064677.1_cds_QPD36053.1_3481,IVL04_17820
lcl|CP064677.1_cds_QPD36054.1_3482,IVL04_17825
lcl|CP064677.1_cds_QPD36055.1_3483,yhjD
lcl|CP064677.1_cds_QPD36056.1_3484,IVL04_17835
lcl|CP064677.1_cds_QPD36057.1_3485,IVL04_17840
lcl|CP064677.1_cds_QPD36058.1_3486,pdeH
lcl|CP064677.1_cds_QPD36059.1_3487,kdgK
lcl|CP064677.1_cds_QPD36060.1_3488,IVL04_17855
lcl|CP064677.1_cds_QPD36061.1_3489,dctA
lcl|CP064677.1_cds_QPD36062.1_3490,hmsP
lcl|CP064677.1_cds_QPD36063.1_3491,bcsC
lcl|CP064677.1_cds_QPD36064.1_3492,bcsZ
lcl|CP064677.1_cds_QPD36065.1_3493,bcsB
lcl|CP064677.1_cds_QPD36066.1_3494,bcsA
lcl|CP064677.1_cds_QPD36067.1_3496,IVL04_17895
lcl|CP064677.1_cds_QPD36068.1_3497,bcsE
lcl|CP064677.1_cds_QPD36069.1_3498,bcsF
lcl|CP064677.1_cds_QPD36070.1_3499,bcsG
lcl|CP064677.1_cds_QPD36071.1_3500,ldrD
lcl|CP064677.1_cds_QPD36072.1_3501,IVL04_17920
lcl|CP064677.1_cds_QPD36073.1_3502,dppF
lcl|CP064677.1_cds_QPD36074.1_3503,dppD
lcl|CP064677.1_cds_QPD36075.1_3504,dppC
lcl|CP064677.1_cds_QPD36076.1_3505,dppB
lcl|CP064677.1_cds_QPD36077.1_3506,dppA
lcl|CP064677.1_cds_QPD36078.1_3507,eptB
lcl|CP064677.1_cds_QPD36079.1_3508,IVL04_17965
lcl|CP064677.1_cds_QPD36080.1_3509,IVL04_17970
lcl|CP064677.1_cds_QPD36081.1_3510,tag
lcl|CP064677.1_cds_QPD36082.1_3511,IVL04_17980
lcl|CP064677.1_cds_QPD36083.1_3512,bisC
lcl|CP064677.1_cds_QPD36084.1_3513,IVL04_17990
lcl|CP064677.1_cds_QPD36085.1_3514,ghrB
lcl|CP064677.1_cds_QPD36086.1_3515,IVL04_18000
lcl|CP064677.1_cds_QPD36087.1_3516,IVL04_18005
lcl|CP064677.1_cds_QPD36088.1_3517,cspA
lcl|CP064677.1_cds_QPD36089.1_3518,hokA
lcl|CP064677.1_cds_QPD36090.1_3519,IVL04_18020
lcl|CP064677.1_cds_QPD36091.1_3520,glyS
lcl|CP064677.1_cds_QPD36092.1_3521,glyQ
lcl|CP064677.1_cds_QPD36093.1_3522,IVL04_18035
lcl|CP064677.1_cds_QPD36094.1_3523,wecH
lcl|CP064677.1_cds_QPD36095.1_3524,IVL04_18045
lcl|CP064677.1_cds_QPD36096.1_3525,IVL04_18050
lcl|CP064677.1_cds_QPD36097.1_3526,xylB
lcl|CP064677.1_cds_QPD36098.1_3527,xylA
lcl|CP064677.1_cds_QPD36099.1_3528,xylF
lcl|CP064677.1_cds_QPD36100.1_3529,xylG
lcl|CP064677.1_cds_QPD36101.1_3530,xylH
lcl|CP064677.1_cds_QPD36102.1_3531,xylR
lcl|CP064677.1_cds_QPD36103.1_3532,IVL04_18085
lcl|CP064677.1_cds_QPD36104.1_3533,malS
lcl|CP064677.1_cds_QPD36105.1_3534,avtA
lcl|CP064677.1_cds_QPD36106.1_3535,IVL04_18100
lcl|CP064677.1_cds_QPD36107.1_3536,yiaJ
lcl|CP064677.1_cds_QPD36108.1_3537,yiaK
lcl|CP064677.1_cds_QPD36109.1_3538,IVL04_18115
lcl|CP064677.1_cds_QPD36110.1_3539,yiaM
lcl|CP064677.1_cds_QPD36111.1_3540,yiaN
lcl|CP064677.1_cds_QPD36112.1_3541,yiaO
lcl|CP064677.1_cds_QPD36113.1_3542,lyxK
lcl|CP064677.1_cds_QPD36114.1_3543,ulaD
lcl|CP064677.1_cds_QPD36115.1_3544,IVL04_18145
lcl|CP064677.1_cds_QPD36116.1_3545,araD
lcl|CP064677.1_cds_QPD36117.1_3548,IVL04_18165
lcl|CP064677.1_cds_QPD36118.1_3549,IVL04_18170
lcl|CP064677.1_cds_QPD36119.1_3550,IVL04_18175
lcl|CP064677.1_cds_QPD36120.1_3551,IVL04_18180
lcl|CP064677.1_cds_QPD36121.1_3552,IVL04_18185
lcl|CP064677.1_cds_QPD36122.1_3553,aldB
lcl|CP064677.1_cds_QPD36123.1_3554,yiaY
lcl|CP064677.1_cds_QPD36124.1_3555,selB
lcl|CP064677.1_cds_QPD36125.1_3556,selA
lcl|CP064677.1_cds_QPD36126.1_3557,IVL04_18210
lcl|CP064677.1_cds_QPD36127.1_3558,IVL04_18215
lcl|CP064677.1_cds_QPD36128.1_3559,IVL04_18220
lcl|CP064677.1_cds_QPD36129.1_3561,IVL04_18230
lcl|CP064677.1_cds_QPD36130.1_3562,IVL04_18235
lcl|CP064677.1_cds_QPD36131.1_3563,IVL04_18240
lcl|CP064677.1_cds_QPD36132.1_3564,IVL04_18245
lcl|CP064677.1_cds_QPD36133.1_3565,mtlA
lcl|CP064677.1_cds_QPD36134.1_3566,mtlD
lcl|CP064677.1_cds_QPD36135.1_3567,mtlR
lcl|CP064677.1_cds_QPD36136.1_3568,IVL04_18265
lcl|CP064677.1_cds_QPD36137.1_3569,IVL04_18270
lcl|CP064677.1_cds_QPD36138.1_3570,lldP
lcl|CP064677.1_cds_QPD36139.1_3571,lldR
lcl|CP064677.1_cds_QPD36140.1_3572,lldD
lcl|CP064677.1_cds_QPD36141.1_3573,trmL
lcl|CP064677.1_cds_QPD36142.1_3574,cysE
lcl|CP064677.1_cds_QPD36143.1_3575,gpsA
lcl|CP064677.1_cds_QPD36144.1_3576,secB
lcl|CP064677.1_cds_QPD36145.1_3577,grxC
lcl|CP064677.1_cds_QPD36146.1_3578,IVL04_18315
lcl|CP064677.1_cds_QPD36147.1_3579,gpmM
lcl|CP064677.1_cds_QPD36148.1_3580,envC
lcl|CP064677.1_cds_QPD36149.1_3581,IVL04_18330
lcl|CP064677.1_cds_QPD36150.1_3582,waaH
lcl|CP064677.1_cds_QPD36151.1_3583,tdh
lcl|CP064677.1_cds_QPD36152.1_3584,kbl
lcl|CP064677.1_cds_QPD36153.1_3585,yibB
lcl|CP064677.1_cds_QPD36154.1_3586,rfaD
lcl|CP064677.1_cds_QPD36155.1_3587,rfaF
lcl|CP064677.1_cds_QPD36156.1_3588,rfaC
lcl|CP064677.1_cds_QPD36157.1_3589,waaL
lcl|CP064677.1_cds_QPD36158.1_3590,IVL04_18375
lcl|CP064677.1_cds_QPD36159.1_3591,waaZ
lcl|CP064677.1_cds_QPD36160.1_3592,rfaY
lcl|CP064677.1_cds_QPD36161.1_3593,rfaJ
lcl|CP064677.1_cds_QPD36162.1_3594,waaO
lcl|CP064677.1_cds_QPD36163.1_3595,waaB
lcl|CP064677.1_cds_QPD36164.1_3596,rfaS
lcl|CP064677.1_cds_QPD36165.1_3597,rfaP
lcl|CP064677.1_cds_QPD36166.1_3598,rfaG
lcl|CP064677.1_cds_QPD36167.1_3599,rfaQ
lcl|CP064677.1_cds_QPD36168.1_3600,waaA
lcl|CP064677.1_cds_QPD36169.1_3601,coaD
lcl|CP064677.1_cds_QPD36170.1_3602,mutM
lcl|CP064677.1_cds_QPD36171.1_3603,rpmG
lcl|CP064677.1_cds_QPD36172.1_3604,rpmB
lcl|CP064677.1_cds_QPD36173.1_3605,radC
lcl|CP064677.1_cds_QPD36174.1_3606,coaBC
lcl|CP064677.1_cds_QPD36175.1_3607,dut
lcl|CP064677.1_cds_QPD36176.1_3608,slmA
lcl|CP064677.1_cds_QPD36177.1_3609,pyrE
lcl|CP064677.1_cds_QPD36178.1_3610,rph
lcl|CP064677.1_cds_QPD36179.1_3611,IVL04_18480
lcl|CP064677.1_cds_QPD36180.1_3612,dinD
lcl|CP064677.1_cds_QPD36181.1_3613,IVL04_18490
lcl|CP064677.1_cds_QPD36182.1_3615,gmk
lcl|CP064677.1_cds_QPD36183.1_3616,rpoZ
lcl|CP064677.1_cds_QPD36184.1_3617,spoT
lcl|CP064677.1_cds_QPD36185.1_3618,trmH
lcl|CP064677.1_cds_QPD36186.1_3619,recG
lcl|CP064677.1_cds_QPD36187.1_3620,gltS
lcl|CP064677.1_cds_QPD36188.1_3621,xanP
lcl|CP064677.1_cds_QPD36189.1_3622,IVL04_18535
lcl|CP064677.1_cds_QPD36190.1_3623,yicI
lcl|CP064677.1_cds_QPD36191.1_3624,IVL04_18545
lcl|CP064677.1_cds_QPD36192.1_3625,IVL04_18555
lcl|CP064677.1_cds_QPD36193.1_3626,IVL04_18560
lcl|CP064677.1_cds_QPD36194.1_3627,nlpA
lcl|CP064677.1_cds_QPD36195.1_3628,IVL04_18570
lcl|CP064677.1_cds_QPD36196.1_3629,nepI
lcl|CP064677.1_cds_QPD36197.1_3630,IVL04_18580
lcl|CP064677.1_cds_QPD36198.1_3631,adeQ
lcl|CP064677.1_cds_QPD36199.1_3632,adeD
lcl|CP064677.1_cds_QPD36200.1_3633,uhpT
lcl|CP064677.1_cds_QPD36201.1_3635,uhpB
lcl|CP064677.1_cds_QPD36202.1_3636,uhpA
lcl|CP064677.1_cds_QPD36203.1_3637,ilvN
lcl|CP064677.1_cds_QPD36204.1_3638,ilvB
lcl|CP064677.1_cds_QPD36205.1_3639,ivbL
lcl|CP064677.1_cds_QPD36206.1_3640,tisB
lcl|CP064677.1_cds_QPD36207.1_3641,emrD
lcl|CP064677.1_cds_QPD36208.1_3642,IVL04_18640
lcl|CP064677.1_cds_QPD36209.1_3643,IVL04_18645
lcl|CP064677.1_cds_QPD36210.1_3644,IVL04_18650
lcl|CP064677.1_cds_QPD36211.1_3645,IVL04_18655
lcl|CP064677.1_cds_QPD36212.1_3646,IVL04_18660
lcl|CP064677.1_cds_QPD36213.1_3647,IVL04_18665
lcl|CP064677.1_cds_QPD36214.1_3648,IVL04_18670
lcl|CP064677.1_cds_QPD36215.1_3651,IVL04_18685
lcl|CP064677.1_cds_QPD36216.1_3652,IVL04_18690
lcl|CP064677.1_cds_QPD36217.1_3653,ibpB
lcl|CP064677.1_cds_QPD36218.1_3654,ibpA
lcl|CP064677.1_cds_QPD36219.1_3655,IVL04_18705
lcl|CP064677.1_cds_QPD36220.1_3656,IVL04_18710
lcl|CP064677.1_cds_QPD36221.1_3657,cbrA
lcl|CP064677.1_cds_QPD36222.1_3658,IVL04_18720
lcl|CP064677.1_cds_QPD36223.1_3659,dgoD
lcl|CP064677.1_cds_QPD36224.1_3660,dgoA
lcl|CP064677.1_cds_QPD36225.1_3661,dgoK
lcl|CP064677.1_cds_QPD36226.1_3662,dgoR
lcl|CP064677.1_cds_QPD36227.1_3663,IVL04_18745
lcl|CP064677.1_cds_QPD36228.1_3664,yidA
lcl|CP064677.1_cds_QPD36229.1_3665,IVL04_18755
lcl|CP064677.1_cds_QPD36230.1_3666,gyrB
lcl|CP064677.1_cds_QPD36231.1_3667,recF
lcl|CP064677.1_cds_QPD36232.1_3668,dnaN
lcl|CP064677.1_cds_QPD36233.1_3669,dnaA
lcl|CP064677.1_cds_QPD36234.1_3671,rpmH
lcl|CP064677.1_cds_QPD36235.1_3672,rnpA
lcl|CP064677.1_cds_QPD36236.1_3673,yidD
lcl|CP064677.1_cds_QPD36237.1_3674,yidC
lcl|CP064677.1_cds_QPD36238.1_3675,mnmE
lcl|CP064677.1_cds_QPD36239.1_3677,tnaA
lcl|CP064677.1_cds_QPD36240.1_3678,tnaB
lcl|CP064677.1_cds_QPD36241.1_3679,mdtL
lcl|CP064677.1_cds_QPD36242.1_3680,yidZ
lcl|CP064677.1_cds_QPD36243.1_3681,IVL04_18835
lcl|CP064677.1_cds_QPD36244.1_3682,yieF
lcl|CP064677.1_cds_QPD36245.1_3683,adeP
lcl|CP064677.1_cds_QPD36246.1_3684,yieH
lcl|CP064677.1_cds_QPD36247.1_3685,IVL04_18855
lcl|CP064677.1_cds_QPD36248.1_3686,IVL04_18860
lcl|CP064677.1_cds_QPD36249.1_3687,IVL04_18865
lcl|CP064677.1_cds_QPD36250.1_3688,IVL04_18870
lcl|CP064677.1_cds_QPD36251.1_3689,bglH
lcl|CP064677.1_cds_QPD36252.1_3690,bglB
lcl|CP064677.1_cds_QPD36253.1_3691,bglF
lcl|CP064677.1_cds_QPD36254.1_3692,bglG
lcl|CP064677.1_cds_QPD36255.1_3693,phoU
