TXNAME,GENEID
lcl|CP064677.1_cds_QPD37993.1_1232,oppA
lcl|CP064677.1_cds_QPD37994.1_1233,oppB
lcl|CP064677.1_cds_QPD37995.1_1234,oppC
lcl|CP064677.1_cds_QPD37996.1_1235,oppD
lcl|CP064677.1_cds_QPD37997.1_1236,oppF
lcl|CP064677.1_cds_QPD37998.1_1237,IVL04_06365
lcl|CP064677.1_cds_QPD37999.1_1238,cls
lcl|CP064677.1_cds_QPD38000.1_1239,IVL04_06375
lcl|CP064677.1_cds_QPD38001.1_1240,kch
lcl|CP064677.1_cds_QPD38002.1_1241,IVL04_06385
lcl|CP064677.1_cds_QPD38003.1_1243,yciA
lcl|CP064677.1_cds_QPD38004.1_1244,IVL04_06400
lcl|CP064677.1_cds_QPD38005.1_1245,IVL04_06405
lcl|CP064677.1_cds_QPD38006.1_1247,ompW
lcl|CP064677.1_cds_QPD38007.1_1248,IVL04_06420
lcl|CP064677.1_cds_QPD38008.1_1249,IVL04_06425
lcl|CP064677.1_cds_QPD38009.1_1250,IVL04_06430
lcl|CP064677.1_cds_QPD38010.1_1251,trpA
lcl|CP064677.1_cds_QPD38011.1_1252,trpB
lcl|CP064677.1_cds_QPD38012.1_1253,trpCF
lcl|CP064677.1_cds_QPD38013.1_1254,trpD
lcl|CP064677.1_cds_QPD38014.1_1255,trpE
lcl|CP064677.1_cds_QPD38015.1_1257,yciV
lcl|CP064677.1_cds_QPD38016.1_1258,IVL04_06470
lcl|CP064677.1_cds_QPD38017.1_1259,IVL04_06475
lcl|CP064677.1_cds_QPD38018.1_1260,rluB
lcl|CP064677.1_cds_QPD38019.1_1261,cobO
lcl|CP064677.1_cds_QPD38020.1_1262,IVL04_06490
lcl|CP064677.1_cds_QPD38021.1_1263,sohB
lcl|CP064677.1_cds_QPD38022.1_1264,IVL04_06500
lcl|CP064677.1_cds_QPD38023.1_1265,topA
lcl|CP064677.1_cds_QPD38024.1_1266,cysB
lcl|CP064677.1_cds_QPD38025.1_1267,IVL04_06515
lcl|CP064677.1_cds_QPD38026.1_1268,IVL04_06520
lcl|CP064677.1_cds_QPD38027.1_1269,IVL04_06525
lcl|CP064677.1_cds_QPD38028.1_1270,acnA
lcl|CP064677.1_cds_QPD38029.1_1271,ribA
lcl|CP064677.1_cds_QPD38030.1_1272,pgpB
lcl|CP064677.1_cds_QPD38031.1_1273,lapA
lcl|CP064677.1_cds_QPD38032.1_1274,lapB
lcl|CP064677.1_cds_QPD38033.1_1276,yciH
lcl|CP064677.1_cds_QPD38034.1_1277,osmB
lcl|CP064677.1_cds_QPD38035.1_1278,IVL04_06570
lcl|CP064677.1_cds_QPD38036.1_1279,IVL04_06575
lcl|CP064677.1_cds_QPD38037.1_1280,pdeR
lcl|CP064677.1_cds_QPD38038.1_1281,IVL04_06585
lcl|CP064677.1_cds_QPD38039.1_1282,rnb
lcl|CP064677.1_cds_QPD38040.1_1283,IVL04_06595
lcl|CP064677.1_cds_QPD38041.1_1284,fabI
lcl|CP064677.1_cds_QPD38042.1_1285,IVL04_06605
lcl|CP064677.1_cds_QPD38043.1_1286,sapF
lcl|CP064677.1_cds_QPD38044.1_1287,sapD
lcl|CP064677.1_cds_QPD38045.1_1288,sapC
lcl|CP064677.1_cds_QPD38046.1_1289,sapB
lcl|CP064677.1_cds_QPD38047.1_1290,sapA
lcl|CP064677.1_cds_QPD38048.1_1291,IVL04_06635
lcl|CP064677.1_cds_QPD38049.1_1292,puuP
lcl|CP064677.1_cds_QPD38050.1_1294,puuA
lcl|CP064677.1_cds_QPD38051.1_1295,puuD
lcl|CP064677.1_cds_QPD38052.1_1296,puuR
lcl|CP064677.1_cds_QPD38053.1_1297,puuC
lcl|CP064677.1_cds_QPD38054.1_1298,puuB
lcl|CP064677.1_cds_QPD38055.1_1299,puuE
lcl|CP064677.1_cds_QPD38056.1_1300,pspF
lcl|CP064677.1_cds_QPD38057.1_1301,pspA
lcl|CP064677.1_cds_QPD38058.1_1302,pspB
lcl|CP064677.1_cds_QPD38059.1_1303,pspC
lcl|CP064677.1_cds_QPD38060.1_1304,pspD
lcl|CP064677.1_cds_QPD38061.1_1305,pspE
lcl|CP064677.1_cds_QPD38062.1_1306,ycjM
lcl|CP064677.1_cds_QPD38063.1_1307,IVL04_06715
lcl|CP064677.1_cds_QPD38064.1_1308,IVL04_06720
lcl|CP064677.1_cds_QPD38065.1_1309,IVL04_06725
lcl|CP064677.1_cds_QPD38066.1_1310,IVL04_06730
lcl|CP064677.1_cds_QPD38067.1_1311,IVL04_06735
lcl|CP064677.1_cds_QPD38068.1_1312,IVL04_06740
lcl|CP064677.1_cds_QPD38069.1_1313,ycjT
lcl|CP064677.1_cds_QPD38070.1_1314,pgmB
lcl|CP064677.1_cds_QPD38071.1_1316,ompG
lcl|CP064677.1_cds_QPD38072.1_1317,IVL04_06765
lcl|CP064677.1_cds_QPD38073.1_1318,IVL04_06770
lcl|CP064677.1_cds_QPD38074.1_1319,IVL04_06775
lcl|CP064677.1_cds_QPD38075.1_1320,tyrR
lcl|CP064677.1_cds_QPD38076.1_1321,tpx
lcl|CP064677.1_cds_QPD38077.1_1322,ycjG
lcl|CP064677.1_cds_QPD38078.1_1323,mpaA
lcl|CP064677.1_cds_QPD38079.1_1325,IVL04_06805
lcl|CP064677.1_cds_QPD38080.1_1326,pgrR
lcl|CP064677.1_cds_QPD38081.1_1327,mppA
lcl|CP064677.1_cds_QPD38082.1_1328,ynaI
lcl|CP064677.1_cds_QPD38083.1_1329,IVL04_06825
lcl|CP064677.1_cds_QPD38084.1_1330,IVL04_06830
lcl|CP064677.1_cds_QPD38085.1_1331,uspE
lcl|CP064677.1_cds_QPD38086.1_1332,fnr
lcl|CP064677.1_cds_QPD38087.1_1333,ogt
lcl|CP064677.1_cds_QPD38088.1_1334,abgT
lcl|CP064677.1_cds_QPD38089.1_1335,abgB
lcl|CP064677.1_cds_QPD38090.1_1336,abgA
lcl|CP064677.1_cds_QPD38091.1_1337,IVL04_06865
lcl|CP064677.1_cds_QPD38092.1_1338,smrA
lcl|CP064677.1_cds_QPD38093.1_1339,dgcM
lcl|CP064677.1_cds_QPD38094.1_1340,zntB
lcl|CP064677.1_cds_QPD38095.1_1341,dbpA
lcl|CP064677.1_cds_QPD38096.1_1342,ttcA
lcl|CP064677.1_cds_QPD38097.1_1343,IVL04_06895
lcl|CP064677.1_cds_QPD38098.1_1344,xisR
lcl|CP064677.1_cds_QPD38099.1_1345,rcbA
lcl|CP064677.1_cds_QPD38100.1_1347,recT
lcl|CP064677.1_cds_QPD38101.1_1348,recE
lcl|CP064677.1_cds_QPD38102.1_1349,IVL04_06925
lcl|CP064677.1_cds_QPD38103.1_1350,IVL04_06930
lcl|CP064677.1_cds_QPD38104.1_1351,kilR
lcl|CP064677.1_cds_QPD38105.1_1353,IVL04_06945
lcl|CP064677.1_cds_QPD38106.1_1354,racR
lcl|CP064677.1_cds_QPD38107.1_1355,ydaS
lcl|CP064677.1_cds_QPD38108.1_1356,IVL04_06960
lcl|CP064677.1_cds_QPD38109.1_1357,IVL04_06965
lcl|CP064677.1_cds_QPD38110.1_1358,IVL04_06970
lcl|CP064677.1_cds_QPD38111.1_1359,IVL04_06975
lcl|CP064677.1_cds_QPD38112.1_1360,rzoD
lcl|CP064677.1_cds_QPD38113.1_1362,IVL04_06990
lcl|CP064677.1_cds_QPD38114.1_1363,IVL04_06995
lcl|CP064677.1_cds_QPD38115.1_1366,IVL04_07010
lcl|CP064677.1_cds_QPD38116.1_1368,IVL04_07020
lcl|CP064677.1_cds_QPD38117.1_1369,IVL04_07025
lcl|CP064677.1_cds_QPD38118.1_1370,IVL04_07030
lcl|CP064677.1_cds_QPD38119.1_1371,ydfK
lcl|CP064677.1_cds_QPD38120.1_1372,IVL04_07040
lcl|CP064677.1_cds_QPD38121.1_1373,uspF
lcl|CP064677.1_cds_QPD38122.1_1374,ompN
lcl|CP064677.1_cds_QPD38123.1_1375,nifJ
lcl|CP064677.1_cds_QPD38124.1_1376,IVL04_07060
lcl|CP064677.1_cds_QPD38125.1_1377,hslJ
lcl|CP064677.1_cds_QPD38126.1_1378,ldhA
lcl|CP064677.1_cds_QPD38127.1_1379,IVL04_07075
lcl|CP064677.1_cds_QPD38128.1_1380,IVL04_07080
lcl|CP064677.1_cds_QPD38129.1_1382,feaR
lcl|CP064677.1_cds_QPD38130.1_1383,feaB
lcl|CP064677.1_cds_QPD38131.1_1384,tynA
lcl|CP064677.1_cds_QPD38132.1_1385,paaZ
lcl|CP064677.1_cds_QPD38133.1_1386,paaA
lcl|CP064677.1_cds_QPD38134.1_1387,paaB
lcl|CP064677.1_cds_QPD38135.1_1388,paaC
lcl|CP064677.1_cds_QPD38136.1_1389,paaD
lcl|CP064677.1_cds_QPD38137.1_1390,paaK
lcl|CP064677.1_cds_QPD38138.1_1391,IVL04_07135
lcl|CP064677.1_cds_QPD38139.1_1392,paaB
lcl|CP064677.1_cds_QPD38140.1_1393,paaC
lcl|CP064677.1_cds_QPD38141.1_1394,paaI
lcl|CP064677.1_cds_QPD38142.1_1395,paaJ
lcl|CP064677.1_cds_QPD38143.1_1396,paaF
lcl|CP064677.1_cds_QPD38144.1_1397,paaX
lcl|CP064677.1_cds_QPD38145.1_1398,paaY
lcl|CP064677.1_cds_QPD38146.1_1401,IVL04_07185
lcl|CP064677.1_cds_QPD38147.1_1402,IVL04_07190
lcl|CP064677.1_cds_QPD38148.1_1404,pdxI
lcl|CP064677.1_cds_QPD38149.1_1405,IVL04_07205
lcl|CP064677.1_cds_QPD38150.1_1406,IVL04_07210
lcl|CP064677.1_cds_QPD38151.1_1407,IVL04_07215
lcl|CP064677.1_cds_QPD38152.1_1408,IVL04_07220
lcl|CP064677.1_cds_QPD38153.1_1409,IVL04_07225
lcl|CP064677.1_cds_QPD38154.1_1410,azoR
lcl|CP064677.1_cds_QPD38155.1_1411,hrpA
lcl|CP064677.1_cds_QPD38156.1_1412,IVL04_07240
lcl|CP064677.1_cds_QPD38157.1_1413,aldA
lcl|CP064677.1_cds_QPD38158.1_1415,cybB
lcl|CP064677.1_cds_QPD38159.1_1416,IVL04_07260
lcl|CP064677.1_cds_QPD38160.1_1417,hokB
lcl|CP064677.1_cds_QPD38161.1_1418,trg
lcl|CP064677.1_cds_QPD38162.1_1419,IVL04_07275
lcl|CP064677.1_cds_QPD38163.1_1420,IVL04_07280
lcl|CP064677.1_cds_QPD38164.1_1421,opgD
lcl|CP064677.1_cds_QPD38165.1_1422,IVL04_07290
lcl|CP064677.1_cds_QPD38166.1_1423,rimL
lcl|CP064677.1_cds_QPD38167.1_1424,IVL04_07300
lcl|CP064677.1_cds_QPD38168.1_1425,tehA
lcl|CP064677.1_cds_QPD38169.1_1426,tehB
lcl|CP064677.1_cds_QPD38170.1_1427,IVL04_07315
lcl|CP064677.1_cds_QPD38171.1_1429,IVL04_07325
lcl|CP064677.1_cds_QPD38172.1_1430,ydcO
lcl|CP064677.1_cds_QPD38173.1_1431,sutR
lcl|CP064677.1_cds_QPD38174.1_1432,rlhA
lcl|CP064677.1_cds_QPD38175.1_1433,IVL04_07345
lcl|CP064677.1_cds_QPD38176.1_1434,hicA
lcl|CP064677.1_cds_QPD38177.1_1436,IVL04_07360
lcl|CP064677.1_cds_QPD38178.1_1437,IVL04_07365
lcl|CP064677.1_cds_QPD38179.1_1438,IVL04_07370
lcl|CP064677.1_cds_QPD38180.1_1439,IVL04_07375
lcl|CP064677.1_cds_QPD38181.1_1440,IVL04_07380
lcl|CP064677.1_cds_QPD38182.1_1441,patD
lcl|CP064677.1_cds_QPD38183.1_1442,yncL
lcl|CP064677.1_cds_QPD38184.1_1443,ortT
lcl|CP064677.1_cds_QPD38185.1_1444,IVL04_07400
lcl|CP064677.1_cds_QPD38186.1_1445,IVL04_07405
lcl|CP064677.1_cds_QPD38187.1_1446,mddA
lcl|CP064677.1_cds_QPD38188.1_1447,curA
lcl|CP064677.1_cds_QPD38189.1_1448,mcbR
lcl|CP064677.1_cds_QPD38190.1_1449,IVL04_07425
lcl|CP064677.1_cds_QPD38191.1_1450,IVL04_07430
lcl|CP064677.1_cds_QPD38192.1_1451,ansP
lcl|CP064677.1_cds_QPD38193.1_1452,IVL04_07440
lcl|CP064677.1_cds_QPD38194.1_1453,IVL04_07445
lcl|CP064677.1_cds_QPD38195.1_1455,IVL04_07455
lcl|CP064677.1_cds_QPD38196.1_1456,IVL04_07460
lcl|CP064677.1_cds_QPD38197.1_1458,IVL04_07470
lcl|CP064677.1_cds_QPD38198.1_1459,pptA
lcl|CP064677.1_cds_QPD38199.1_1460,IVL04_07480
lcl|CP064677.1_cds_QPD38200.1_1461,nhoA
lcl|CP064677.1_cds_QPD38201.1_1462,IVL04_07490
lcl|CP064677.1_cds_QPD38202.1_1463,narI
lcl|CP064677.1_cds_QPD38203.1_1464,narW
lcl|CP064677.1_cds_QPD38204.1_1465,narH
lcl|CP064677.1_cds_QPD38205.1_1466,narZ
lcl|CP064677.1_cds_QPD38206.1_1467,narU
lcl|CP064677.1_cds_QPD38207.1_1469,IVL04_07525
lcl|CP064677.1_cds_QPD38208.1_1470,yddG
lcl|CP064677.1_cds_QPD38209.1_1471,fdnG
lcl|CP064677.1_cds_QPD38210.1_1472,fdnH
lcl|CP064677.1_cds_QPD38211.1_1473,fdnI
lcl|CP064677.1_cds_QPD38212.1_1474,IVL04_07550
lcl|CP064677.1_cds_QPD38213.1_1475,adhP
lcl|CP064677.1_cds_QPD38214.1_1476,maeA
lcl|CP064677.1_cds_QPD38215.1_1477,sra
lcl|CP064677.1_cds_QPD38216.1_1478,bdm
lcl|CP064677.1_cds_QPD38217.1_1479,osmC
lcl|CP064677.1_cds_QPD38218.1_1480,IVL04_07580
lcl|CP064677.1_cds_QPD38219.1_1481,IVL04_07585
lcl|CP064677.1_cds_QPD38220.1_1482,IVL04_07590
lcl|CP064677.1_cds_QPD38221.1_1483,IVL04_07595
lcl|CP064677.1_cds_QPD38222.1_1484,IVL04_07600
lcl|CP064677.1_cds_QPD38223.1_1485,ddpX
lcl|CP064677.1_cds_QPD38224.1_1486,dosP
lcl|CP064677.1_cds_QPD38225.1_1487,dosC
lcl|CP064677.1_cds_QPD38226.1_1489,IVL04_07625
lcl|CP064677.1_cds_QPD38227.1_1490,gadC
lcl|CP064677.1_cds_QPD38228.1_1491,IVL04_07635
lcl|CP064677.1_cds_QPD38229.1_1492,IVL04_07640
lcl|CP064677.1_cds_QPD38230.1_1493,IVL04_07645
lcl|CP064677.1_cds_QPD38231.1_1494,IVL04_07650
lcl|CP064677.1_cds_QPD38232.1_1496,IVL04_07660
lcl|CP064677.1_cds_QPD38233.1_1497,IVL04_07665
lcl|CP064677.1_cds_QPD38234.1_1498,ydeO
lcl|CP064677.1_cds_QPD38235.1_1499,safA
lcl|CP064677.1_cds_QPD38236.1_1500,ydeP
lcl|CP064677.1_cds_QPD38237.1_1501,IVL04_07685
lcl|CP064677.1_cds_QPD38238.1_1502,IVL04_07690
lcl|CP064677.1_cds_QPD38239.1_1503,IVL04_07695
lcl|CP064677.1_cds_QPD38240.1_1506,hipA
lcl|CP064677.1_cds_QPD38241.1_1507,hipB
lcl|CP064677.1_cds_QPD38242.1_1508,IVL04_07720
lcl|CP064677.1_cds_QPD38243.1_1510,lsrK
lcl|CP064677.1_cds_QPD38244.1_1511,lsrR
lcl|CP064677.1_cds_QPD38245.1_1512,lsrA
lcl|CP064677.1_cds_QPD38246.1_1513,lsrC
lcl|CP064677.1_cds_QPD38247.1_1514,lsrD
lcl|CP064677.1_cds_QPD38248.1_1515,lsrB
lcl|CP064677.1_cds_QPD38249.1_1516,lsrF
lcl|CP064677.1_cds_QPD38250.1_1517,lsrG
lcl|CP064677.1_cds_QPD38251.1_1518,tam
lcl|CP064677.1_cds_QPD38252.1_1519,IVL04_07775
lcl|CP064677.1_cds_QPD38253.1_1520,uxaB
lcl|CP064677.1_cds_QPD38254.1_1522,IVL04_07790
lcl|CP064677.1_cds_QPD38255.1_1523,glsB
lcl|CP064677.1_cds_QPD38256.1_1524,sad
lcl|CP064677.1_cds_QPD38257.1_1525,IVL04_07805
lcl|CP064677.1_cds_QPD38258.1_1526,yneK
lcl|CP064677.1_cds_QPD38259.1_1527,ydeA
lcl|CP064677.1_cds_QPD38260.1_1528,marC
lcl|CP064677.1_cds_QPD38261.1_1529,marR
lcl|CP064677.1_cds_QPD38262.1_1530,marA
lcl|CP064677.1_cds_QPD38263.1_1531,marB
lcl|CP064677.1_cds_QPD38264.1_1532,eamA
lcl|CP064677.1_cds_QPD38265.1_1533,ydeE
lcl|CP064677.1_cds_QPD38266.1_1534,mgtS
lcl|CP064677.1_cds_QPD38267.1_1535,dgcZ
lcl|CP064677.1_cds_QPD38268.1_1536,ydeI
lcl|CP064677.1_cds_QPD38269.1_1537,IVL04_07865
lcl|CP064677.1_cds_QPD38270.1_1538,dcp
lcl|CP064677.1_cds_QPD38271.1_1539,ydfG
lcl|CP064677.1_cds_QPD38272.1_1540,ydfH
lcl|CP064677.1_cds_QPD38273.1_1541,ydfZ
lcl|CP064677.1_cds_QPD38274.1_1542,IVL04_07890
lcl|CP064677.1_cds_QPD38275.1_1544,IVL04_07900
lcl|CP064677.1_cds_QPD38276.1_1545,ydfK
lcl|CP064677.1_cds_QPD38277.1_1546,IVL04_07910
lcl|CP064677.1_cds_QPD38278.1_1547,IVL04_07915
lcl|CP064677.1_cds_QPD38279.1_1548,IVL04_07920
lcl|CP064677.1_cds_QPD38280.1_1549,IVL04_07925
lcl|CP064677.1_cds_QPD38281.1_1550,IVL04_07930
lcl|CP064677.1_cds_QPD38282.1_1551,IVL04_07935
lcl|CP064677.1_cds_QPD38283.1_1553,IVL04_07945
lcl|CP064677.1_cds_QPD38284.1_1556,cspI
lcl|CP064677.1_cds_QPD38285.1_1557,IVL04_07965
lcl|CP064677.1_cds_QPD38286.1_1558,IVL04_07970
lcl|CP064677.1_cds_QPD38287.1_1559,IVL04_07975
lcl|CP064677.1_cds_QPD38288.1_1560,essD
lcl|CP064677.1_cds_QPD38289.1_1561,cspB
lcl|CP064677.1_cds_QPD38290.1_1562,cspF
lcl|CP064677.1_cds_QPD38291.1_1563,IVL04_07995
lcl|CP064677.1_cds_QPD38292.1_1564,IVL04_08000
lcl|CP064677.1_cds_QPD38293.1_1565,IVL04_08005
lcl|CP064677.1_cds_QPD38294.1_1566,IVL04_08010
lcl|CP064677.1_cds_QPD38295.1_1567,IVL04_08015
lcl|CP064677.1_cds_QPD38296.1_1568,hokD
lcl|CP064677.1_cds_QPD38297.1_1569,relE
lcl|CP064677.1_cds_QPD38298.1_1570,relB
lcl|CP064677.1_cds_QPD38299.1_1571,IVL04_08035
lcl|CP064677.1_cds_QPD38300.1_1572,IVL04_08040
lcl|CP064677.1_cds_QPD38301.1_1573,IVL04_08045
lcl|CP064677.1_cds_QPD38302.1_1575,dicC
lcl|CP064677.1_cds_QPD38303.1_1576,dicA
lcl|CP064677.1_cds_QPD38304.1_1577,IVL04_08065
lcl|CP064677.1_cds_QPD38305.1_1578,IVL04_08070
lcl|CP064677.1_cds_QPD38306.1_1579,dicB
lcl|CP064677.1_cds_QPD38307.1_1580,ydfD
lcl|CP064677.1_cds_QPD38308.1_1584,IVL04_08100
lcl|CP064677.1_cds_QPD38309.1_1585,IVL04_08105
lcl|CP064677.1_cds_QPD38310.1_1586,rspA
lcl|CP064677.1_cds_QPD38311.1_1587,IVL04_08115
lcl|CP064677.1_cds_QPD38312.1_1588,IVL04_08120
lcl|CP064677.1_cds_QPD38313.1_1589,speG
lcl|CP064677.1_cds_QPD38314.1_1590,IVL04_08130
lcl|CP064677.1_cds_QPD38315.1_1592,IVL04_08140
lcl|CP064677.1_cds_QPD38316.1_1594,dmsB
lcl|CP064677.1_cds_QPD38317.1_1595,IVL04_08155
lcl|CP064677.1_cds_QPD38318.1_1596,dmsD
lcl|CP064677.1_cds_QPD38319.1_1597,clcB
lcl|CP064677.1_cds_QPD38320.1_1598,bioD
lcl|CP064677.1_cds_QPD38321.1_1599,mlc
lcl|CP064677.1_cds_QPD38322.1_1600,IVL04_08180
lcl|CP064677.1_cds_QPD38323.1_1601,IVL04_08185
lcl|CP064677.1_cds_QPD38324.1_1602,IVL04_08190
lcl|CP064677.1_cds_QPD38325.1_1604,IVL04_08200
lcl|CP064677.1_cds_QPD38326.1_1605,mdtI
lcl|CP064677.1_cds_QPD38327.1_1606,mdtJ
lcl|CP064677.1_cds_QPD38328.1_1607,tqsA
lcl|CP064677.1_cds_QPD38329.1_1608,pntB
lcl|CP064677.1_cds_QPD38330.1_1609,pntA
lcl|CP064677.1_cds_QPD38331.1_1610,IVL04_08230
lcl|CP064677.1_cds_QPD38332.1_1611,IVL04_08235
lcl|CP064677.1_cds_QPD38333.1_1612,folM
lcl|CP064677.1_cds_QPD38334.1_1613,IVL04_08245
lcl|CP064677.1_cds_QPD38335.1_1614,rstA
lcl|CP064677.1_cds_QPD38336.1_1615,rstB
lcl|CP064677.1_cds_QPD38337.1_1616,tus
lcl|CP064677.1_cds_QPD38338.1_1617,fumC
lcl|CP064677.1_cds_QPD38339.1_1618,fumB
lcl|CP064677.1_cds_QPD38340.1_1619,manA
lcl|CP064677.1_cds_QPD38341.1_1620,IVL04_08280
lcl|CP064677.1_cds_QPD38342.1_1621,uidC
lcl|CP064677.1_cds_QPD38343.1_1622,uidB
lcl|CP064677.1_cds_QPD38344.1_1623,uidA
lcl|CP064677.1_cds_QPD38345.1_1624,uidR
lcl|CP064677.1_cds_QPD38346.1_1625,hdhA
lcl|CP064677.1_cds_QPD38347.1_1626,malI
lcl|CP064677.1_cds_QPD38348.1_1627,malX
lcl|CP064677.1_cds_QPD38349.1_1628,malY
lcl|CP064677.1_cds_QPD38350.1_1629,add
lcl|CP064677.1_cds_QPD38351.1_1630,IVL04_08330
lcl|CP064677.1_cds_QPD38352.1_1632,ydgT
lcl|CP064677.1_cds_QPD38353.1_1633,IVL04_08345
lcl|CP064677.1_cds_QPD38354.1_1634,rsxA
lcl|CP064677.1_cds_QPD38355.1_1635,rsxB
lcl|CP064677.1_cds_QPD38356.1_1636,rsxC
lcl|CP064677.1_cds_QPD38357.1_1637,rsxD
lcl|CP064677.1_cds_QPD38358.1_1638,rsxG
lcl|CP064677.1_cds_QPD38359.1_1639,rsxE
lcl|CP064677.1_cds_QPD38360.1_1640,nth
lcl|CP064677.1_cds_QPD38361.1_1641,dtpA
lcl|CP064677.1_cds_QPD38362.1_1642,gstA
lcl|CP064677.1_cds_QPD38363.1_1643,pdxY
lcl|CP064677.1_cds_QPD38364.1_1644,tyrS
lcl|CP064677.1_cds_QPD38365.1_1645,pdxH
lcl|CP064677.1_cds_QPD38366.1_1646,mliC
lcl|CP064677.1_cds_QPD38367.1_1647,anmK
lcl|CP064677.1_cds_QPD38368.1_1648,slyB
lcl|CP064677.1_cds_QPD38369.1_1649,slyA
lcl|CP064677.1_cds_QPD38370.1_1650,IVL04_08430
lcl|CP064677.1_cds_QPD38371.1_1651,IVL04_08435
lcl|CP064677.1_cds_QPD38372.1_1652,IVL04_08440
lcl|CP064677.1_cds_QPD38373.1_1653,sodC
lcl|CP064677.1_cds_QPD38374.1_1654,IVL04_08450
lcl|CP064677.1_cds_QPD38375.1_1655,IVL04_08455
lcl|CP064677.1_cds_QPD38376.1_1656,nemR
lcl|CP064677.1_cds_QPD38377.1_1657,nemA
lcl|CP064677.1_cds_QPD38378.1_1658,gloA
lcl|CP064677.1_cds_QPD38379.1_1659,rnt
lcl|CP064677.1_cds_QPD38380.1_1660,IVL04_08480
lcl|CP064677.1_cds_QPD38381.1_1661,grxD
lcl|CP064677.1_cds_QPD38382.1_1662,mepH
lcl|CP064677.1_cds_QPD38383.1_1663,sodB
lcl|CP064677.1_cds_QPD38384.1_1664,IVL04_08500
lcl|CP064677.1_cds_QPD38385.1_1665,ynhF
lcl|CP064677.1_cds_QPD38386.1_1666,purR
lcl|CP064677.1_cds_QPD38387.1_1667,IVL04_08515
lcl|CP064677.1_cds_QPD38388.1_1668,IVL04_08520
lcl|CP064677.1_cds_QPD38389.1_1669,cfa
lcl|CP064677.1_cds_QPD38390.1_1670,ribE
lcl|CP064677.1_cds_QPD38391.1_1671,mdtK
lcl|CP064677.1_cds_QPD38392.1_1672,IVL04_08540
lcl|CP064677.1_cds_QPD38393.1_1673,IVL04_08555
lcl|CP064677.1_cds_QPD38394.1_1674,IVL04_08560
lcl|CP064677.1_cds_QPD38395.1_1675,IVL04_08565
lcl|CP064677.1_cds_QPD38396.1_1676,IVL04_08570
lcl|CP064677.1_cds_QPD38397.1_1677,IVL04_08575
lcl|CP064677.1_cds_QPD38398.1_1678,IVL04_08580
lcl|CP064677.1_cds_QPD38399.1_1679,IVL04_08585
lcl|CP064677.1_cds_QPD38400.1_1680,IVL04_08590
lcl|CP064677.1_cds_QPD38401.1_1681,fumD
lcl|CP064677.1_cds_QPD38402.1_1682,pykF
lcl|CP064677.1_cds_QPD38403.1_1683,lpp
lcl|CP064677.1_cds_QPD38404.1_1684,ldtE
lcl|CP064677.1_cds_QPD38405.1_1685,sufE
lcl|CP064677.1_cds_QPD38406.1_1686,sufS
lcl|CP064677.1_cds_QPD38407.1_1687,sufD
lcl|CP064677.1_cds_QPD38408.1_1688,sufC
lcl|CP064677.1_cds_QPD38409.1_1689,sufB
lcl|CP064677.1_cds_QPD38410.1_1690,sufA
lcl|CP064677.1_cds_QPD38411.1_1691,IVL04_08645
lcl|CP064677.1_cds_QPD38412.1_1692,menI
lcl|CP064677.1_cds_QPD38413.1_1693,IVL04_08655
lcl|CP064677.1_cds_QPD38414.1_1694,ydiK
lcl|CP064677.1_cds_QPD38415.1_1695,IVL04_08670
lcl|CP064677.1_cds_QPD38416.1_1696,IVL04_08675
lcl|CP064677.1_cds_QPD38417.1_1697,IVL04_08680
lcl|CP064677.1_cds_QPD38418.1_1698,ydiB
lcl|CP064677.1_cds_QPD38419.1_1699,aroD
lcl|CP064677.1_cds_QPD38420.1_1700,IVL04_08695
lcl|CP064677.1_cds_QPD38421.1_1702,IVL04_08705
lcl|CP064677.1_cds_QPD38422.1_1703,IVL04_08710
lcl|CP064677.1_cds_QPD38423.1_1704,IVL04_08715
lcl|CP064677.1_cds_QPD38424.1_1705,IVL04_08720
lcl|CP064677.1_cds_QPD38425.1_1706,IVL04_08725
lcl|CP064677.1_cds_QPD38426.1_1707,fadK
lcl|CP064677.1_cds_QPD38427.1_1708,ppsA
lcl|CP064677.1_cds_QPD38428.1_1709,ppsR
lcl|CP064677.1_cds_QPD38429.1_1710,aroH
lcl|CP064677.1_cds_QPD38430.1_1711,hemP
lcl|CP064677.1_cds_QPD38431.1_1712,IVL04_08755
lcl|CP064677.1_cds_QPD38432.1_1713,ydiV
lcl|CP064677.1_cds_QPD38433.1_1714,IVL04_08765
lcl|CP064677.1_cds_QPD38434.1_1715,btuD
lcl|CP064677.1_cds_QPD38435.1_1716,btuE
lcl|CP064677.1_cds_QPD38436.1_1717,btuC
lcl|CP064677.1_cds_QPD38437.1_1718,ihfA
lcl|CP064677.1_cds_QPD38438.1_1719,pheT
lcl|CP064677.1_cds_QPD38439.1_1720,pheS
lcl|CP064677.1_cds_QPD38440.1_1722,rplT
lcl|CP064677.1_cds_QPD38441.1_1723,rpmI
lcl|CP064677.1_cds_QPD38442.1_1725,thrS
lcl|CP064677.1_cds_QPD38443.1_1727,IVL04_08830
lcl|CP064677.1_cds_QPD38444.1_1728,IVL04_08835
lcl|CP064677.1_cds_QPD38445.1_1730,ghoS
lcl|CP064677.1_cds_QPD38446.1_1731,IVL04_08850
lcl|CP064677.1_cds_QPD38447.1_1732,IVL04_08855
